movie,sentence,score
탑건: 매버릭,미친 개존잼 한국인인데 왜 미국 해군의 국뽕이 느껴지냐고,10
탑건: 매버릭,지루하다가 마지막에 조금 스릴있었다.,6
어부바,&amp;lt;클레멘타인&amp;gt;의 비공식적인 속편인가? 제발..,1
뜨거운 피,단순 건달 영화이기 보다는사업.. 밥그릇 싸움의 압축판을 보여주는 영화현실에서의 사업 하면서 경쟁하고 밥그릇 싸움하는건이 영화 건달들의 피바람보다 더하면 더했지덜하진 않다.,8
탑건: 매버릭,이런영화를 기다리고있었다 최고,10
탑건: 매버릭,이런영화를 기다리고있었다 최고,10
탑건: 매버릭,20대때 1편을  봤는데  50대후반에 다시보다니  가슴이  뭉클하고 감동적이였습니다  다들  봤으면 하네요~,10
범죄도시2,마동석 나올 때마다 웃음폭탄,8
탑건: 매버릭,긴 말이 필요 없습니다. 지금 영화관에 꼭 가서 보세요.,10
브로커,스토리는 지루했지만 연기와 배우가 캐리,5
범죄도시2,구씨보러 왔다가 강해상에 취해서 갑니닷~!,10
탑건: 매버릭,그저 아름다운 영화입니다,10
탑건: 매버릭,와~~~우와~~~~ 형!4dx로 봄. 온 가족이 다 같이 본 명작입니다 반가웠어요 발킬머,10
비거 스플래쉬,우리는 모두 역겹다 그걸 다 알면서 서로 사랑한다,8
불도저에 탄 소녀,온갖 사기와 억울함을 분노로 표출하지 못함을 영화를 통해서 시원하게 불도저로 밀어내는 대리만족? 너무 보면서 가슴이 아프고 눈물이 났습니다. 보통은 원통하게 당하고 홧병을 얻지만 영화해서박엔 표현 할수 없는 서민의 심정을 대변해주는것만 같앗습니다.,10
굿 다이노,"영상 퀄리티 높고 개연성도 좋고 내용도 너무 좋고,,감동적이어서 눈물이 나는 영화입니다. 추천!",10
탑건: 매버릭,최고의 영화 이순간을 담기위해 35년이라는 세월을기다린건가,10
탑건: 매버릭,4DX의 시원한 바람을 가르는 비행씬. 최고.톰 크루즈 형님은 예나지금이나 어찌 그리 그대로 이신지.,10
탑건: 매버릭,와 진짜 개쩐다 이말밖에,10
탑건: 매버릭,예고편도 안보고 기대 안하고 갔는데 영화 보고나서 바로 한번 더 보고싶다는 생각이 든 영화,10
이상한 나라의 수학자,초반 20분정도만 흥미롭다가나중가선 개연성도 떨어지고 억지 감동코드캐릭터들 매력도 없고 관계성도 억지스러움굳이 남북코드를 여기로 끌고올 이유가 있었나 싶고...,2
탑건: 매버릭,"정말 재밌었어요~ 올해본 최고의 영화라고 자부합니다. 속편을 이렇게 잘만들수있다니!!  톰크루즈는 잘생기고 너무멋있네요.  1편을 집에서보고가서 더재밌게봤고, 확실히 이런영화는 역시 영화관서봐야bbb",10
마녀(魔女) Part2. The Other One,마녀1을 재밌게봤는데 마녀2는 액션신이 더 많아서 정말 재밌네요~!!,10
탑건: 매버릭,다른영화는 후기남긴적없다.탑건 ㄹㅈㄷ,10
탑건: 매버릭,?너무 감동해서 가슴이 벅차 올랐어요.고1학년 탑건1 관람하고 36년만에 후속편 이라니 안 보면 후회 하실거에요.아이맥스로 다시 볼 예정이라는~~,10
탑건: 매버릭,보통 이런영화를 명작이라고 하죠,10
탑건: 매버릭,간만에 재미있는 영화였음,10
탑건,탑건2 보고 1편 보러 온 사람 손,10
마녀(魔女) Part2. The Other One,내용도 없고 너무 실망유치한 유머도 억지스러움,2
탑건: 매버릭,이쯤되면 못말리는 비행사2도  제작 개봉해야한다고 본다...,10
탑건: 매버릭,속편은 재미없다 의 상식을 깨게 만들어준 영화  1편도 잘 만들었지만  1편보다 훨씬 잼있음,10
탑건: 매버릭,너무 재밋게 잘봤습니다 인생영화중 하나가 될거같네요 환경에 대한 생각이 좀 나긴했지만 그래도 너무나 재밋게보았습니다,10
탑건: 매버릭,스토리를 떠나 무조건 봐야될 영화,10
기도하는 남자,"강동헌 감독님, 좋은 영화 만들어주셔서 감사합니다.",10
탑건: 매버릭,전작 캐릭터에 대한 존중과 향수관객의 얼굴마저 압박감으로 일그러뜨리는 몰입도스크린을 찢는 전폭기의 엔진 굉음뭐 하나 부족하지 않았던 역대 최고의 항공기 영화,10
탑건: 매버릭,"탑건1이랑 오마주가 많아서 감동이었어요. 역시 믿고보는 톰형,, ost 웅장한것도 한몫합니다.",10
탑건: 매버릭,진짜 떨면서 너무 재밋게봣어용,10
탑건: 매버릭,"이런거 처음쓰는데,. 진짜 최고의 영화. 인생영화였다.",10
탑건: 매버릭,너무 재밌게 봤습니다!!!!,10
탑건: 매버릭,올해 이거 안보면 영화봤다 하지말자,10
닥터 스트레인지: 대혼돈의 멀티버스,개노잼 돈 아까움. 개노잼,2
탑건: 매버릭,너무잼있어요시간가는줄몰라요,10
데드락: 라스트 리벤지,무슨 총알을 다  안맞노 ㅋㅋ,2
우상,강말금이라는분 연기때문에 집중불가,2
테넷,불친절하다. 일기는 일기장에.,5
탑건: 매버릭,인생 영화에요!! 또 볼거에요,10
탑건: 매버릭,뭔가 톰 크루즈의 졸업작품 같아서 뭉클…톰 크루즈는 영원하다,10
범죄도시2,손석구는 연기를 너무 잘해서 무서우면서도 멋졌고마동석은 말할 것도 없고ㅎ대구 다녀온 뒤 11시 영화로 봤었는데 졸릴 틈도 없이 넘 재밌게 봤당,10
탑건: 매버릭,인생영화는 아니지만 올해 본 최고의 영화다.,10
남자가 사랑할 때,한예진 너무 이쁨ㅜㅠ황정민과는 안어울리지만연기가 너무 좋았음.,8
탑건: 매버릭,무슨 말이 필요한가??,10
탑건: 매버릭,나이먹어도 톰크루즈에 액션은 말이 필요 없네요. 죽을때까지 영화 찍어주세요ㅎ,10
범죄도시2,스토리 짱짱하니 재밌게 봤습니다 웃음 포인트도 간간히 많아서 더꿀잼,10
탑건: 매버릭,전투기씬 보면서 온 몸에 힘들어가고 숨이 막힘…,10
닥터 스트레인지: 대혼돈의 멀티버스,그렇게 무섭지도 멋있지도 않고 산만하며 작위적이고 뜬금없다.,5
보헤미안 랩소디,퀸의 팬 입장에서는 완성도를 떠나서 100점만점에 100점짜리 영화!!,10
탑건: 매버릭,과거 회상씬에서 대역 아닌 젊은 톰크루즈를 보고있자니 참 대단한 배우다 .나이가 먹어도 역변하지않고 ㅎㅎ정말 멋진 배우다.,10
밤치기,여선생님 추천영화로 봤네요.,10
마녀(魔女) Part2. The Other One,.. 스토리도 스토리지만 안들어 가도 될 장면을 억지로 넣어 만든느낌?..,2
탑건: 매버릭,감동과 스릴..역시 탐 크루즈 영화는 진리다 !!!,10
탑건: 매버릭,호불호없이 감동할 영화♡,10
탑건: 매버릭,와 진짜 액션이면 액션 스토리면 스토리 뭐 하나 부족한 게 없고 마지막엔 서로를 이해하고 안아주는 장면이 너무 감동적이여서 완전 굿 다시 보고 싶은 영화,10
니얼굴,엔딩까지 거의 일어나지 않고끝까지 본 적은 처음입니다.영화에서 나오는 노래에 감동 받았어요..너무나 재미있게 잘 봤습니다..니얼굴 화이팅!!,10
탑건: 매버릭,"마블, 디즈니, 넷플릭스 &amp;#34;팔굽혀펴기 200번&amp;#34;",10
탑건: 매버릭,굿 ㅡ아이들하고 같히봐도  좋와요역쉬 톰아저씨  멋쪄요 다시 본다면  또 ㅡ볼수있어요,10
탑건: 매버릭,정말 상업영화의 끝판왕이라고 봅니다,10
탑건: 매버릭,말이필요없어요 꼭 극장에서 봐야할 영화!!!,10
탑건: 매버릭,개봉일 날 보고 어제 다시봤음.온갖 cg만 넘쳐나는 영화중에서 이런 실제 전투기 액션 영화는 앞으로 보기  어려울꺼 같아서,10
탑건: 매버릭,안 보는게 이상한 영화 ㅋㅋㅋ,10
탑건: 매버릭,군더더기 없이 완벽한 영화,10
탑건: 매버릭,가슴이 웅장해 진다 정말 재밌게 잘봤음,10
탑건: 매버릭,군더더기없고 메시지 전달 최고. 무엇보다 톰 아저씨 최고,10
룸 쉐어링,따뜻한 영화나의 젊은시절과 겹치는 내용에 왠지 뭉클,10
마녀(魔女) Part2. The Other One,기대했던 조선액션영화,10
탑건: 매버릭,아직 살아서 탑건2를 봤다는게 너무 감사하다. 가슴을 울리는 영원한 탑건 매버릭...보는 내내 행복했습니다,10
이상한 나라의 수학자,북한 사람 안나오면 영화를 못만드냐?,1
탑건: 매버릭,"와~진짜 탐형은 찐이네요 감동,영상 다잡았네요 간만에 영화다운 영화 봤습니다!!",10
마녀(魔女) Part2. The Other One,진짜 재미없고 어설픈 영화,2
탑건: 매버릭,"탑건2. 영화관에서 꼭 봐야하는 영화,  보통 1보다 더 재미있지는 않는데,  탑건2는 1보다 좋음.  일단, 돈이 아깝지 않는데(영화값이 왜이리 비싸냐??)",10
스파이더맨: 노 웨이 홈,이 영화가 이렇게 사랑스럽게 나올 수 있어 감사할 뿐이다.,8
탑건: 매버릭,F-18이 생각보다 후지구나.,10
탑건: 매버릭,나이 60이 넘어서도 액션에 열정적인 톰 형님과 불필요한 요소는 최대한 배제하고 엑기스만 뽑아낸 스토리가 만든 웰메이드 영화,10
이상한 나라의 수학자,내가 수학자가 된 기분..,7
탑건: 매버릭,그냥 최고...최고..,10
탑건: 매버릭,정말 오랜만에 제대로 된 액션영화 보고왔다 잔인한 장면 하나 없이 청량하고 뭉클하고 몰입감 최고였던 영화!,10
탑건: 매버릭,다시 이렇게 찍는 영화가 나올 수 있을지...탐크루즈라서 가능...,10
탑건: 매버릭,ㅅㅂ눈물나더라 ㅠ 진짜로보셈,10
탑건: 매버릭,"아니 인생 영화도 아닌데 10점을 준 건 처음임. 뻔하디 뻔한 상업 영화를 이렇게나 재밌게 연출할 줄이야. 재밌다고 입소문을 들어, 기대를 많이 하고 봤음에도 정말 재밌게 더 재밌게 상영하고 왔다. 후속편이 36년이 지난 뒤에야 나와 놀랐고, 배우들도 정말 열심히 준비한 게 느껴졌다. 나는 감상포인트 추천을 다 눌렀지만, 영화 보고 나와서 제일 기억에 남았던 건 OST였다. 영화관 속 세계관에서 음악이 없었더라면 느껴지는 감동을 제대로 못 느꼈을 것이다. 역시 한스 짐머.. 무튼 정말 재밌게 봤습니다. 톰 크루즈 절대 안 늙어.. 나만 늙지 또..",10
버즈 라이트이어,내의 상상속 버즈 돌려줘,6
브로커,이 영화는 고레에다 감독의 다른 영화들도 시간 내서 챙겨봐야겠다는 생각이 들게 만들었다.,8
탑건: 매버릭,170 안되는 남자 중 유일하게 멋진 남자,10
탑건: 매버릭,개연성이 필요없는 최고의 영화,10
탑건: 매버릭,어릴적 기억속의 탑건이.. 다시 돌아왔다! 더 멋있게♡,10
범죄도시2,꼭 다시 보겠습니다~~~,10
탑건: 매버릭,말이 필요없다 이게 영화지,10
쥬라기 월드: 도미니언,추억을 강간당한 느낌. 최악이네요.,2
탑건: 매버릭,감동 재미 연출 다 좋았다,10
탑건: 매버릭,4d나 아이맥스로 꼭보세요,10
탑건: 매버릭,"일반 2D 로 보고 IMAX, 4D 로도 다시 보기는 난생 처음이다. 우리에게 왜 다운로드 사이트가 아닌 영화관이 필요한지를 알려주는 영화. 초딩 이후, 35년을 기다려왔다.",10
탑건: 매버릭,영화를 보면서도 또 봐야지 라는 생각이들게만든영화,10
탑건: 매버릭,톰 아저씨 연기 감동이었어요. 세월의 무색함과 동시에 약간의 쓸쓸함을 동시에 느끼는 감동적인 영화였습니다.,10
탑건: 매버릭,이보다 완벽할 수 없는 최고의 속편,10
러브 앤 몬스터스,잠깐 머리를 비우고 본다면 독특한 아이디어와 볼거리로 힐링할 수 있었던 영화ㅎㅎ 딜런 오브라이언은 아포칼립스물에 잘 어울리는듯,7
탑건: 매버릭,WoW 전율이 흐르네요ㅋ,10
탑건: 매버릭,아침에 조조로 가서 심장 부여 잡고 봤습니다.크루즈 오라버니 we are so into you! 우리에게 여전히 영화관이 필요한 이유.,10
극장판 윌벤져스 : 수상한 캠핑 대소동,든든한 윌리엄과 용감한 벤틀리길이길이 남을 명작 어린이들 그리고 어른들에게도 강추해요,10
탑건: 매버릭,영상미 쩖!!! 시계 꺼내볼 틈도 없이 몰입해서 봤다.,10
마녀(魔女) Part2. The Other One,등장인물들이 너무 많고 여배우들이  다 똑같이 생겨서 누가누군지 헷갈림,5
탑건: 매버릭,헐리우드가 아닌 곳에서도 명작은 나올 수 있다.하지만 단연코 장담한다. 이런 블록버스터 명작을 만들수 있는 것은 헐리우드만 가능하다.,10
탑건: 매버릭,극장에서 보면 영상미 짱,10
치어리딩 클럽,근데 우리나라도 불꽃으로 유골 쏴쥬나? 나도 하고싶다,10
탑건: 매버릭,와 잼나네요! 역시 톰 아저씨 최고입니다! 영화. 추천합니다! 1편 안보셨어도 상관없습니다 꼭 보세요!,10
마녀(魔女) Part2. The Other One,이건 뭐… 그냥 영화 보는 내내 나루토랑 구미호 외전 보는 기분임. 스토리도 별로고 질질 끌고 그냥 너무 답답하고 오그라들고 심지어 공식 자막임에도 불구하고 인마 임마 구별도 못하고 진짜 최악의 영화임,1
탑건: 매버릭,올해 가장 추천하고싶은 영화 그리고 톰크루즈는 정말 레전드다..!,10
탑건: 매버릭,너무 멋진 영화10점이 최고로 줄 수밖에 없는 점수라 너무 안타까울뿐이다,10
라이언 일병 구하기,군대다녀오고 다시보니까 감회가 새롭다..노르망디부터 마지막 시가전까지...정말로 전장을 느낄수 잇는 완벽한 전쟁영화..왜 저 젊은이들은 저곳에서 죽어야만 햇는가..,10
탑건: 매버릭,"감동, 액션, 전율, 음악 등등 모든것을 최고로 표현한 명작입니다. 아이맥스가 있는 이유.",10
탑건: 매버릭,속편이라기엔 너무나 큰 시간차가 존재하는 영화임에도 전편의 내용을 적절히 보여주며 스토리에 부자연스러움이 없었고 작중 애서도 마치 그대로 시간이 흐른듯이 표현하여 노년의 아이스맨과 매버릭의 만남등 극적 요소를 잘 활용하였을 뿐만 아니라 1편내용 큰줄거리만 알아도 등장인물간 이해가 충분히 가능하다. 또한 전편의 도그파이트만 보여주는것이 아니라 미션임파서블 처럼 어떠한 작전을 수행하면서 벌어지는 요소는 톰쿠르즈영화만의 재미를 선사한다,10
탑건: 매버릭,말이 필요없음.. 진짜 재밌음… 요근래 본 영화중에 제일 기억에남음.. 평점 10점말고 더 주고싶음 ..,10
탑건: 매버릭,재밌어요!!강추,10
탑건: 매버릭,역시 톰아저씨네요! 탑건입니다!,10
