movie,sentence,score
문폴,재난 영화는 모두 보았는데 이 영화는 가장 엉성한거 같음 만화 같은 스토리에 cg를 이용해 억지로 내용을 짜맞추었고 가족의 갈등 밑 가족 상봉 스토리는 다른 재난영화의 큰틀을 벗어나질 못함  마지막 대사중 당신은 이제 달의 일부라는 대사가 나왔을때 애니메이션 은하철도999를 보는것만 같음,4
베놈 2: 렛 데어 비 카니지,아 진짜 역대급 쓰레기 폐급 영화,2
앵커,모녀관계를 극단적인 선 혹은 악으로만 설정하는 진부한 이야기가 아니라서 인물의 감정선과 상황에 공감하며 몰입할 수 있었다. 갑작스레 어느 한 쪽이 희생하던가 혹은 악한 역할을 맡아 뜬금없는 행동을 한다던가 같은 억지 전개가 없어서 좋았다.9시 뉴스 앵커자리를 지키고자 완벽함을 요구하는 어머니 그리고 여성 앵커를 언제든지 갈아치울 수 있는 간판으로만 여기는 방송국의 행태로 인해 겪는 주인공의 불안과 공포를 잘 표현했다. 공포스릴러 장르이지만 사회문제를 가감없이 담아내어 무서우면서도 많은 생각이 들게 하는 영화였다.,10
니 부모 얼굴이 보고 싶다,주제는 좋은데 뒤로 갈수록 완성도가 떨어진다 그리고 마지막에 궁서체 제목때문에 1점 더 뺐다,7
뜨거운 피,영화 친구 이상으로 재밌게 봤습니다.,10
뺑반,공효진 염정아 참 좋아하는 배우인데 여기서는 왜이렇게 허세스럽고 꼴보기 싫지,6
뮤지컬 킹키부츠 라이브,뮤지컬 애매한좌석보다 씨지브이 라이브가 훨 낫당내용은 말할것도 없고보고 스트레스 풀어버리시길,9
앵커,반전 반전 반전 반전 반전,10
신비한 동물들과 덤블도어의 비밀,일부러 런닌타임을 2시간30분으로 늘어트린 느낌아쉽네요,5
여대괴담,왜 비티비에 펑점 높게나온겨 중국 장난치냐?,2
니 부모 얼굴이 보고 싶다,마지막까지 뻔하지 않은 전개가 좋았다.,10
랜드,.공ㅂ백 제외 10자쓰라고,8
신비한 동물들과 덤블도어의 비밀,그나마 2편보다는 나았지만 뭔가 여기서 끝낼려는듯 안나오는 등장인물과 퇴장하는 인물들이 많았다,8
니 부모 얼굴이 보고 싶다,역시 설경구 연기에는 부족함이 없다간만에 복귀한 오달수도 여전히 연기를 잘한다,9
동경 이야기,오래된 영화지만 .. 생각꺼리를 많이 주는 좋은 영화 인듯 .. 추천 합니다.,9
니 부모 얼굴이 보고 싶다,중학생 고등학생들 부모와함께 꼭봐야할 영화 ㅡ,9
신비한 동물들과 덤블도어의 비밀,여자친구랑 같이보는데 꾸역꾸역봤다 졸려서 죽는줄알았네,2
이상한 나라의 수학자,볼만한데 너무 웅얼거려서 무슨 말 하는지 잘 안들임,6
버블,"스토리가 무엇이 중요한가, 이토록 감미로운데.",10
더 배트맨,MCU나 DCEU와는 결이 다른 배트맨의 본모습에 또 다른 전율이 생긴다. 현실화를 추구하는 배트맨의 연출 방식에 또 다른 엄청난 매력!!,10
신비한 동물들과 덤블도어의 비밀,엉망이었습니다...,1
야차,"기대 없이 봤는데, 재미 있네요..",10
날씨의 아이,"15세,16세만이 가능한 감성. 너를 위해 도쿄를 바다로 만든다! 18,19세만 되도...",9
신비한 동물들과 덤블도어의 비밀,스토리도 나쁘지 않고재미있게 봤어요.,10
니 부모 얼굴이 보고 싶다,부모님들은 이 영화 꼭 보시길 추천 드립니다. 자녀에 대한 사랑을 다시 한번 고민하게 해 주는 영화이고 배우들의 열연으로 런닝 타임 내내 몰입해서 볼 수 있었습니다. 적극 강추입니다.,10
신비한 동물들과 덤블도어의 비밀,전편보다는 훨씬 재밌음,10
니 부모 얼굴이 보고 싶다,시사적인 주제라 보는내내 마음이 무거웠지만 배우들의 탄탄한 연기로 잘 보았습니다,9
밀레니엄 : 제3부 벌집을 발로 찬 소녀,스토리가 좋은거 같아요,10
파프리카,꿈과 트라우마를 시각화하는 방식이 아주 비범하다. 각본상 아쉬움이 없다고 할 순 없겠으나 영화가 내내 분출하는 창의적 에너지는 정말 대단하다.,9
신비한 동물들과 덤블도어의 비밀,해리포터를 좋아해서 봤는데 너무 재미있게 봤어요,10
니 부모 얼굴이 보고 싶다,연기에 미치고 슬픈 현실에 미칩니다.,8
신비한 동물들과 덤블도어의 비밀,재밌어요. 아쉬운 것도 있지만 마지막이 아니었음 좋겠어요,10
서울괴담,기대 되게 안 하고 갔는데 의외로 재미있어서 놀랐습니다! 유튜브 클립처럼 딱딱 끊겨있어서 같이 갔던 남친이 자꾸 놀라서 달래주느라 중간에 한 눈 팔아도 내용이 이해가 안 되지는 않더라구요! 평소 무서운 걸 잘 못 보는 편인데 무난하게 잘 봤습니당,9
부기나이트,한국식 아이즈와이드셧,10
타짜 전설의 땁,제발 보지마 그냥 제발 ㅠㅠ,1
버블,너의 곁에서 세상을 향해 노래하는 버블이 되어,10
싸움의 기술 2,"감독의 연출능력이 얼마나 중요한지 보여준 예. 0점은 왜 없는걸까..감상포인트라고 말할 수 있는 부분이 전혀 없는데 꼭 선택하라고 해서 ost 선택했다. 감동지수?? 높음, 보통, 낮음 셋중에 선택해야되나? 낮은 정도가 아니라 아예 없음.",1
야차,생각보다 너무 재밌는데 ...평점 왜이럼,10
앵커,평점 너무 짠데? 연기력 너무좋았고 스토리도 탄탄햇는데;; 보는눈이 왜캐들 높으신거야 ㅋㅋ개인적으로 재밋게봣어요특히 어머니 역할하신 분 목소리와 표정에 소름좀 돋음,10
365일: 오늘,전편보다 재밌게 봤다,8
신비한 동물들과 덤블도어의 비밀,신비한 동물들이 재밌어용 ㅎㅎ,9
로스트 시티,"이 영화가 왜 평점이 6점대 초반인지 모르겠네요… 그냥 딱 상상했던 정도고, 오래간만에 이런 스타일의 영화를 좋은 배우들 주연으로 재미 있게 잘 보고 왔습니다.",10
365일,남주 비주얼 광공 그잡채,7
공기살인,그냥 보고 있으면 어떻게 될지 뻔히 다 알거 같은 영화,2
미드나이트,고구마 천만개....,2
신비한 동물들과 덤블도어의 비밀,약간 지루하지만 재밌긴함! 그린델왈드 미켈슨으로 바꿍거 진짜 신의한수.. 잘생겨서 아주 몰입잘됨ㅎㅎ 그리고 중간에 해리포터 ost 듣는순간 눈물날뻔했네ㅠ,9
니 부모 얼굴이 보고 싶다,잘 봤습니다 다소 자극적이긴 했습니다,7
니 부모 얼굴이 보고 싶다,기분이 찝찝한 영화여서 보기 싫었음,4
더 플랫폼,좋은데 마지막은 뭘까요?? 그러면 결국 애기로 인해서 변화 될 가능성...? 을 보게된단 얘긴가 희망...?,7
프리즌,우리나라 영화치곤 괜찮은 영화,9
엔칸토: 마법의 세계,다 좋은데 ㅎㅏ 카밀로 대사 많이 넣어주세요 ㅜ,10
니 부모 얼굴이 보고 싶다,"학교 폭력에 대한 이야기고, 처음부터 끝까지 씁쓸함이 남는 영화..",6
언차티드,그냥저냥 시간때우기 액션무비 보물 찾는다는데 별 흥미가 안느껴지네,6
평평남녀,"기대가 너무 컷는지는 몰라도, &amp;#34;그만두면 그마저도 망할 게 두려운 어설픈 인생&amp;#34;에 관한 한, 딱히 그럴 듯하고 기깔나는 이야기는 아니었던 것 같다.",6
올드,넷플릭스로 시간 때우려고 봤는데 재미있어서 감독을 보니 그 유명한 샤말란 감독이었음.,10
니 부모 얼굴이 보고 싶다,부모가 자식에  대한 아낌과 사랑은 한도 끝이 없지만 그거도 문제다,7
니 부모 얼굴이 보고 싶다,소년심판 심은석 판사 불러라 하 ㅜㅠ,10
냉정과 열정 사이,역시 요시마타료,8
니 부모 얼굴이 보고 싶다,여기 위선자들은 다 출연 했구나. 이미지 세탁좀 된 다 생각하나?,1
스누피:더 피너츠 무비,힐링무비 그 자체...엄청나게 재밌거나 그렇진 않지만 만족 했어용 오스트도 좋았구요,10
특송,걍그래요 걍그래요걍그랴요,6
장사의 꿈,영화속의영화...80년대당시 군사정권시절 만들수있는 창작물의한계에 에로영화들이 주류를 이를수밖에없는 현실속에서도 예술혼을 표출한 감독 배우 촬영감독님에게 찬사를...금보라씨의 전성기시절과 한국의 아랑드롱 임성민씨의 모습이 인상적이네요...송경철 남포동씨의 모습도,6
스텔라,난 재밌게 봤는디...평점이 너무 야박하네...절대 1-4점 받을 영화는 아님밸런스 맞추기 위해 10점 줌...6.5-7점 정도임. 돈아깝지는 않음.,10
니 부모 얼굴이 보고 싶다,내가 부모라면~~~ 이란 생각을 함그 부모에 그 자식,10
갓파 쿠와 여름방학을,이 영화를 이제 보다니 ㅠㅠ 감동적이고 눈물나네요,10
오차즈케의 맛,"언듯 보긴 케케묵은 교훈조의 이야기 같지만, 돌이켜 봄 상당히 현재적 가치를 지닌 메시지를 주는 듯도 하다.",8
신비한 동물들과 덤블도어의 비밀,호불호가 갈리는데 재밌음,8
상의원,재밌는데 왜 망했죠? 우리옷시 정말 아름다워요,10
스파이더맨: 노 웨이 홈,캐스팅만으로 10점 만점에 10점,10
서울괴담,영화보고는거맞나..? 10점은 아니더라도 절대 5점대가 나올수가없능데.. 전 재밌게봤음,10
공기살인,사실적 서술과 배우분들 감정 연기도 훌륭하고 잊혀져가던 사건을 다시한번 생각할수있게 해준 영화였습니다,10
불도저에 탄 소녀,적당한 킬링타임..혁권이형 오래오래 사세요.,5
어메이징 스파이더맨 2,엠마가 죽은게너무아쉽다ㅠ,10
뱅드림! 팝핀' 드림!,"이 영화의 평점을 낮게 준 이유1. 불친절함뱅드림에 관한 이해도가 높고 적어도 어느 정도는 알고 있어야 즐길 수 있는 영화. 처음 본 덕후 아닌 일반인 입장에서는 이미 알고 있을 거라 생각해 지나친 캐릭터 설명이 없기 때문에 시청이 어려움. 대략 15명의 주연이 나왔는데 이름을 아는 건 6~7명 밖에 되지 않음.2. 빈약한 스토리 예정된 일 해내지 못 할 위기에 처해 전전긍긍하다가 결국엔 모두의 도움으로 성공시킨다는 이야기는 너무나도 뻔함. 그나마 여기에서 희망, 공동체 의식 등등 가치를 찾을 수 있었다면 나름 나쁘지 않았을 텐데 그런 가치는 간접적으로 아주 조금 드러남. 게다가 복선 회수도 없어 왜 마스키가 주인공 밴드를 흘겨봤는지 바다에는 왜 간건지 알 수가 없음.그저 캐릭터와 노래를 위해 만들어진 영화. 그와중에 노래는 좋았음. 뱅드림을 딱히 좋아하는 건 아닌지라 캐릭터들의 사정을 자세히는 모르겠음. 덕후 아니면 보지 마...",6
뜨거운 피,듣기에 입봉작이라 알고있는데. 원작이 탄탄한 것을 모르고 보는 관객들에게는 아무래도 한편에 담기에 조금은 급하고 불친절한 진행일 수도 있는듯. 영화 친구의 냄새가 많이 배어있는 영화인데. 배우들 연기는 다 좋았고. 그시절 모습도 잘 재현한듯.. 첫 작품치고는 괜찮은 연출이었습니다. 큰 기대없이 보다가 마지막까지 다 보게 될만큼. 흡입력이 있는 연기와 내용이었고 영화용 시나리오 편집과 감독의 경험이 좀더 갖춰졌더라면 아주 좋은 작품이었을거라 생각됩니다.,8
니 부모 얼굴이 보고 싶다,가해자 부모의 짐승같은 면모를 보여주고 싶은것 같은데.. 갈수록 연출이 문제인지 연기가 문제인지 뭘 보여주는건지 와닿지가 않음. 감정의 흐름이 없고 계속 중간부분에 머물다가 끝나는 느낌.,5
신과함께-죄와 벌,지루한 스토리에 어색한 차태현의 연기. CG만 돈좀쓴티가 나는정도.,2
B컷,나만 당할 순 없다. 평점 높혀서 아까운 시간 다 버리게 할거다.,10
신비한 동물들과 덤블도어의 비밀,진짜 너무 재밌어서 다신 보기 싫네요 잠안와서 고민이었는데 꿀잠 잤어요 강력추천해요 그래서 영화 제목이 포켓몬 띠부띠부씰이죠?,10
태어나길 잘했어,귀엽고 아프고 강인하다,10
자도빌 포위작전,오랜만 띵작 ㄹㅇ 킹작 진짜 재밌어요,10
서울괴담,너무 재밌어유 쇼누야 살ㅇ해,10
신비한 동물들과 덤블도어의 비밀,해리포터 이야기의 과거버전을 볼 수 있어서 좋다. 딱 그정도,7
서울괴담,진짜 왠만하면 리뷰 안 쓰는데 너무 재미도없고 내가 영화를 본 건지 단편 영화를본 건지 헷갈리네요 정말 최악의 영화임 공포면 무섭기라도 하지 ;; 진짜 하나도 안 무섭고 그냥 집중 안되고 흐름끊겨서 개별로임,1
스텔라,가장 최악의 영화 기록을 갱신한 쓰레기..,1
쇼생크 탈출,전세계 사람들이 스티븐 킹이 얼마나 대단한 작가인지 목도 할 수 있었던 작품.,10
올드,꼭 보세요 살면서 처음보는 영화임,10
스텔라,허허 우째쓰까 잘보고갑니다,2
니 부모 얼굴이 보고 싶다,강추 완전 강추입니다 실화바탕 이라 더 잼있네요,10
신비한 동물들과 덤블도어의 비밀,"4,5편 꼭 나와라(ㅠ-ㅠ)",10
니 부모 얼굴이 보고 싶다,오렌만에 볼만한영화여네요,6
니 부모 얼굴이 보고 싶다,뻔하고 노잼 딱한귝식 스타일,6
불도저에 탄 소녀,"길고 긴 빡침, 빡친 채로 끝",4
비트,박근혜 나와!! 중졸 나와!!,10
더 배트맨,Zonna 지루해요.,6
노바디,와 이게 이점수 인게 정말 잘만든 수작이다,10
스텔라,진짜 개씹노잼이다 와 이런게 영화냐 ㅋㅋ,1
불도저에 탄 소녀,우씨 나쁜넘들 잘보고갑니다,4
미라클 프롬 헤븐,재미도 있는데 감동적이고 보고나서 기분이 좋아지는 영화네요. 가족이랑 다시 봐야 겠어요. 울고 웃고 시간이 금방 가네요!,10
